Date Collected,Sample.ID,Region,Population,MaterNAl_Family,Individual,B_Number of Stomata,B_Max. Length_Stomata1,B_MidWidth_Stomata1,B_MidWidth_GuardCell_A_Stomata 1,B_MidWidth_GuardCell_B_Stomata1,B_Max. Length_Stomata2,B_MidWidth_Stomata2,B_MidWidth_GuardCell_A_Stomata 2,B_MidWidth_GuardCell_B_Stomata2,B_Max. Length_Stomata3,B_MidWidth_Stomata3,B_MidWidth_GuardCell_A_Stomata3,B_MidWidth_GuardCell_B_Stomata3,T_Number of Stomata,T_Max. Length_Stomata1,T_MidWidth_Stomata1,T_MidWidth_GuardCell_A_Stomata 1,T_MidWidth_GuardCell_B_Stomata1,T_Max. Length_Stomata2,T_MidWidth_Stomata2,T_MidWidth_GuardCell_A_Stomata 2,T_MidWidth_GuardCell_B_Stomata2,T_Max. Length_Stomata3,T_MidWidth_Stomata3,T_MidWidth_GuardCell_A_Stomata3,T_MidWidth_GuardCell_B_Stomata3,Ratio,Av_GCLengthB,Av_GCLengthT,Av_GCLength,Density_B,Density_T,SAI_B,SAI_T
7/27/2016,MAN-FOX.17.6,GL Alvar,MAN-FOX,17,6,30,0.031,0.021,0.006,0.006,0.028,0.021,0.004,0.004,0.027,0.021,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028666667,NA,NA,390.625,NA,11.1979168,NA
7/5/2016,WNY-CB.2.6,GL Alvar,WNY-CB,2,6,31,0.026,0.021,0.005,0.005,0.029,0.021,0.005,0.005,0.027,0.019,0.003,0.004,17,0.025,0.018,0.004,0.005,0.023,0.016,0.004,0.004,0.024,0.018,0.004,0.003,0.548387097,0.027333333,0.024,0.025666667,403.6458333,221.3541667,11.03298598,5.3125
7/21/2016,CAR-NBA.8.3,GL Alvar,CAR-NBA,8,3,33,0.026,0.02,0.005,0.005,0.025,0.017,0.005,0.003,0.025,0.019,0.005,0.005,21,0.026,0.02,0.004,0.005,0.025,0.019,0.006,0.005,0.026,0.019,0.004,0.005,0.636363636,0.025333333,0.025666667,0.0255,429.6875,273.4375,10.88541652,7.018229258
7/27/2016,MAN-LCI.11.3,GL Alvar,MAN-LCI,11,3,31,0.027,0.018,0.005,0.005,0.027,0.018,0.005,0.005,0.026,0.021,0.04,0.006,15,0.032,0.019,0.007,0.005,0.028,0.019,0.005,0.003,0.029,0.016,0.005,0.003,0.483870968,0.026666667,0.029666667,0.028166667,403.6458333,195.3125,10.76388902,5.794270898
7/30/2016,SD-MUD.15.5,Prairie,SD-MUD,15,5,28,0.031,0.023,0.005,0.003,0.029,0.019,0.004,0.004,0.028,0.021,0.004,0.006,19,0.031,0.024,0.007,0.006,0.031,0.022,0.005,0.006,0.028,0.019,0.004,0.004,0.678571429,0.029333333,0.03,0.029666667,364.5833333,247.3958333,10.69444432,7.421875
7/19/2016,CAR-NBA.10.1,GL Alvar,CAR-NBA,10,1,34,0.026,0.022,0.006,0.006,0.023,0.02,0.005,0.005,0.023,0.017,0.005,0.003,12,0.029,0.021,0.005,0.005,0.028,0.02,0.005,0.006,0.029,0.019,0.005,0.005,0.352941176,0.024,0.028666667,0.026333333,442.7083333,156.25,10.625,4.479166719
7/3/2016,CAR-PSR.31.6,GL Alvar,CAR-PSR,31,6,32,0.025,0.018,0.004,0.005,0.026,0.019,0.006,0.005,0.025,0.017,0.005,0.005,14,0.025,0.015,0.004,0.004,0.027,0.018,0.004,0.006,0.025,0.015,0.005,0.005,0.4375,0.025333333,0.025666667,0.0255,416.6666667,182.2916667,10.55555542,4.678819505
7/29/2016,NAP-SCH.17.5,GL Alvar,NAP-SCH,17,5,30,0.028,0.019,0.005,0.004,0.026,0.019,0.005,0.004,0.027,0.017,0.004,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,390.625,NA,10.546875,NA
7/28/2016,MAN-MIS.27.5,GL Alvar,MAN-MIS,27,5,30,0.028,0.02,0.005,0.004,0.027,0.018,0.004,0.005,0.026,0.018,0.005,0.005,15,0.028,0.02,0.005,0.006,0.028,0.021,0.006,0.007,0.029,0.022,0.006,0.006,0.5,0.027,0.028333333,0.027666667,390.625,195.3125,10.546875,5.533854102
7/27/2016,MAN-KIP.15.2,GL Alvar,MAN-KIP,15,2,31,0.027,0.018,0.005,0.004,0.027,0.019,0.004,0.004,0.023,0.02,0.005,0.004,16,0.024,0.018,0.005,0.004,0.022,0.019,0.004,0.004,0.025,0.018,0.004,0.004,0.516129032,0.025666667,0.023666667,0.024666667,403.6458333,208.3333333,10.36024319,4.930555625
7/29/2016,NAP-SCH.17.8,GL Alvar,NAP-SCH,17,8,28,0.028,0.019,0.004,0.005,0.03,0.02,0.004,0.005,0.027,0.019,0.005,0.005,7,0.026,0.016,0.004,0.003,0.027,0.017,0.005,0.003,0.029,0.016,0.003,0.004,0.25,0.028333333,0.027333333,0.027833333,364.5833333,91.14583333,10.32986099,2.491319414
7/30/2016,WNY-CB.16.4,GL Alvar,WNY-CB,16,4,27,0.03,0.02,0.005,0.005,0.029,0.017,0.003,0.003,0.029,0.016,0.005,0.004,17,0.028,0.017,0.004,0.005,0.026,0.017,0.004,0.005,0.024,0.017,0.005,0.004,0.62962963,0.029333333,0.026,0.027666667,351.5625,221.3541667,10.31249988,5.755208333
7/21/2016,CAR-NBA.4.9,GL Alvar,CAR-NBA,4,9,30,0.027,0.02,0.004,0.005,0.026,0.02,0.004,0.006,0.026,0.018,0.005,0.004,13,0.026,0.02,0.005,0.007,0.024,0.022,0.007,0.006,0.029,0.02,0.006,0.006,0.433333333,0.026333333,0.026333333,0.026333333,390.625,169.2708333,10.2864582,4.457465221
7/6/2016,MB-MR.21.11,M Alvar,MB-MR,21,11,33,0.026,0.019,0.005,0.006,0.024,0.021,0.007,0.008,0.021,0.016,0.004,0.004,15,0.028,0.019,0.006,0.005,0.027,0.017,0.005,0.005,0.028,0.017,0.004,0.006,0.454545455,0.023666667,0.027666667,0.025666667,429.6875,195.3125,10.16927098,5.403645898
6/24/2016,NAP-CE.7.10,GL Alvar,NAP-CE,7,10,30,0.027,0.019,0.004,0.005,0.026,0.017,0.004,0.004,0.025,0.018,0.004,0.003,13,0.023,0.016,0.004,0.004,0.027,0.017,0.005,0.004,0.025,0.015,0.004,0.003,0.433333333,0.026,0.025,0.0255,390.625,169.2708333,10.15625,4.231770833
7/30/2016,SD-MUD.15.2,Prairie,SD-MUD,15,2,30,0.025,0.017,0.004,0.004,0.026,0.019,0.005,0.005,0.027,0.02,0.006,0.005,17,0.024,0.018,0.005,0.004,0.025,0.012,0.003,0.003,0.023,0.016,0.003,0.004,0.566666667,0.026,0.024,0.025,390.625,221.3541667,10.15625,5.3125
NA,MAN-KIP.22.7,GL Alvar,MAN-KIP,22,7,25,0.034,0.021,0.007,0.005,0.03,0.02,0.006,0.006,0.029,0.021,0.007,0.005,13,0.028,0.019,0.005,0.005,0.026,0.019,0.005,0.005,0.028,0.02,0.005,0.005,0.52,0.031,0.027333333,0.029166667,325.5208333,169.2708333,10.09114583,4.626736055
7/21/2016,CAR-NBA.7.4,GL Alvar,CAR-NBA,7,4,31,0.025,0.021,0.004,0.005,0.025,0.02,0.004,0.005,0.025,0.021,0.005,0.005,18,0.025,0.02,0.005,0.005,0.025,0.019,0.005,0.004,0.023,0.021,0.004,0.004,0.580645161,0.025,0.024333333,0.024666667,403.6458333,234.375,10.09114583,5.703124922
7/5/2016,WNY-CB.2.5,GL Alvar,WNY-CB,2,5,29,0.029,0.018,0.004,0.004,0.027,0.018,0.004,0.005,0.024,0.019,0.005,0.005,18,0.025,0.018,0.005,0.004,0.028,0.018,0.005,0.005,0.025,0.016,0.004,0.004,0.620689655,0.026666667,0.026,0.026333333,377.6041667,234.375,10.06944457,6.09375
NA,MAN-KIP.22.2,GL Alvar,MAN-KIP,22,2,30,0.026,0.019,0.003,0.004,0.025,0.021,0.005,0.003,0.026,0.017,0.004,0.005,10,0.025,0.019,0.006,0.006,0.025,0.018,0.005,0.006,0.026,0.019,0.003,0.004,0.333333333,0.025666667,0.025333333,0.0255,390.625,130.2083333,10.0260418,3.298611068
7/28/2016,MAN-MIS.32.4,GL Alvar,MAN-MIS,32,4,29,0.028,0.019,0.004,0.004,0.025,0.02,0.004,0.003,0.026,0.018,0.004,0.003,17,0.028,0.018,0.005,0.005,0.028,0.021,0.004,0.004,0.024,0.019,0.004,0.004,0.586206897,0.026333333,0.026666667,0.0265,377.6041667,221.3541667,9.943576263,5.902777852
7/3/2016,CAR-PSR.31.3,GL Alvar,CAR-PSR,31,3,29,0.025,0.018,0.004,0.005,0.029,0.018,0.004,0.005,0.025,0.018,0.005,0.004,14,0.023,0.018,0.005,0.005,0.025,0.02,0.006,0.007,0.024,0.017,0.004,0.005,0.482758621,0.026333333,0.024,0.025166667,377.6041667,182.2916667,9.943576263,4.375
7/30/2016,SD-MUD.19.2,Prairie,SD-MUD,19,2,26,0.028,0.019,0.005,0.004,0.029,0.021,0.004,0.007,0.031,0.021,0.005,0.007,10,0.033,0.022,0.006,0.006,0.033,0.023,0.007,0.007,0.029,0.02,0.005,0.005,0.384615385,0.029333333,0.031666667,0.0305,338.5416667,130.2083333,9.930555443,4.123263932
7/3/2016,CAR-PSR.31.10,GL Alvar,CAR-PSR,31,10,30,0.028,0.018,0.005,0.006,0.023,0.016,0.005,0.004,0.025,0.017,0.005,0.005,24,0.025,0.019,0.004,0.005,0.023,0.018,0.005,0.005,0.024,0.018,0.006,0.005,0.8,0.025333333,0.024,0.024666667,390.625,312.5,9.895833203,7.5
7/22/2016,CAR-PSR.10.2,GL Alvar,CAR-PSR,10,2,30,0.026,0.019,0.005,0.005,0.024,0.017,0.005,0.005,0.026,0.017,0.006,0.006,12,0.023,0.019,0.005,0.004,0.026,0.019,0.004,0.006,0.023,0.018,0.004,0.005,0.4,0.025333333,0.024,0.024666667,390.625,156.25,9.895833203,3.75
6/24/2016,NAP-CE.7.5,GL Alvar,NAP-CE,7,5,27,0.029,0.019,0.003,0.005,0.028,0.02,0.005,0.004,0.026,0.018,0.004,0.004,13,0.026,0.016,0.004,0.003,0.025,0.017,0.003,0.004,0.023,0.016,0.004,0.003,0.481481481,0.027666667,0.024666667,0.026166667,351.5625,169.2708333,9.726562617,4.175347279
7/22/2016,CAR-PSR.12.8,GL Alvar,CAR-PSR,12,8,28,0.027,0.018,0.004,0.004,0.026,0.016,0.004,0.005,0.027,0.017,0.004,0.003,8,0.029,0.016,0.004,0.004,0.028,0.017,0.004,0.003,0.026,0.02,0.004,0.003,0.285714286,0.026666667,0.027666667,0.027166667,364.5833333,104.1666667,9.722222344,2.881944479
7/27/2016,CAR-PSR.7.5,GL Alvar,CAR-PSR,7,5,26,0.028,0.022,0.005,0.005,0.031,0.022,0.005,0.005,0.027,0.018,0.005,0.004,19,0.025,0.021,0.006,0.005,0.024,0.019,0.005,0.003,0.027,0.021,0.006,0.007,0.730769231,0.028666667,0.025333333,0.027,338.5416667,247.3958333,9.704861224,6.267361029
7/29/2016,MI-DRI.15.5,GL Alvar,MI-DRI,15,5,24,0.032,0.023,0.005,0.006,0.032,0.022,0.004,0.006,0.029,0.022,0.004,0.004,11,0.028,0.017,0.005,0.005,0.028,0.018,0.005,0.006,0.027,0.013,0.003,0.003,0.458333333,0.031,0.027666667,0.029333333,312.5,143.2291667,9.6875,3.962673659
7/29/2016,NAP-CE.19.4,GL Alvar,NAP-CE,19,4,30,0.025,0.019,0.005,0.004,0.023,0.019,0.005,0.005,0.026,0.019,0.004,0.004,15,0.026,0.019,0.004,0.004,0.026,0.019,0.004,0.005,0.028,0.021,0.004,0.004,0.5,0.024666667,0.026666667,0.025666667,390.625,195.3125,9.635416797,5.208333398
7/1/2016,CAR-PSR.6.7,GL Alvar,CAR-PSR,6,7,27,0.028,0.02,0.006,0.004,0.027,0.017,0.004,0.004,0.027,0.018,0.005,0.005,21,0.027,0.019,0.005,0.005,0.029,0.02,0.006,0.006,0.026,0.018,0.005,0.005,0.777777778,0.027333333,0.027333333,0.027333333,351.5625,273.4375,9.609374883,7.473958242
7/29/2016,NAP-SCH.11.7,GL Alvar,NAP-SCH,11,7,27,0.029,0.021,0.005,0.004,0.029,0.018,0.004,0.003,0.024,0.019,0.004,0.004,14,0.029,0.018,0.004,0.004,0.025,0.02,0.005,0.005,0.022,0.015,0.004,0.004,0.518518519,0.027333333,0.025333333,0.026333333,351.5625,182.2916667,9.609374883,4.618055495
7/5/2016,WNY-CB.2.10,GL Alvar,WNY-CB,2,10,28,0.026,0.02,0.005,0.005,0.025,0.018,0.004,0.005,0.028,0.018,0.004,0.004,21,0.024,0.018,0.004,0.005,0.022,0.016,0.004,0.005,0.025,0.018,0.004,0.004,0.75,0.026333333,0.023666667,0.025,364.5833333,273.4375,9.600694323,6.471354258
7/28/2016,MAN-MIS.20.4,GL Alvar,MAN-MIS,20,4,28,0.026,0.019,0.004,0.004,0.024,0.018,0.003,0.005,0.028,0.017,0.004,0.005,24,0.027,0.016,0.004,0.005,0.026,0.017,0.004,0.005,0.027,0.018,0.006,0.004,0.857142857,0.026,0.026666667,0.026333333,364.5833333,312.5,9.479166667,8.333333438
7/21/2016,CAR-NBA.8.6,GL Alvar,CAR-NBA,8,6,28,0.026,0.018,0.004,0.004,0.024,0.019,0.005,0.005,0.028,0.02,0.005,0.005,16,0.027,0.017,0.005,0.005,0.027,0.02,0.006,0.005,0.025,0.02,0.005,0.005,0.571428571,0.026,0.026333333,0.026166667,364.5833333,208.3333333,9.479166667,5.486111042
7/30/2016,SD-MUD.15.6,Prairie,SD-MUD,15,6,27,0.029,0.019,0.005,0.005,0.025,0.02,0.005,0.004,0.026,0.018,0.005,0.004,16,0.029,0.021,0.005,0.006,0.027,0.02,0.005,0.006,0.028,0.018,0.004,0.006,0.592592593,0.026666667,0.028,0.027333333,351.5625,208.3333333,9.375000117,5.833333333
6/24/2016,NAP-CE.7.9,GL Alvar,NAP-CE,7,9,26,0.029,0.022,0.005,0.004,0.027,0.021,0.004,0.004,0.027,0.02,0.004,0.004,14,0.028,0.019,0.004,0.004,0.027,0.019,0.005,0.005,0.027,0.02,0.005,0.005,0.538461538,0.027666667,0.027333333,0.0275,338.5416667,182.2916667,9.366319557,4.982638828
7/27/2016,MAN-LCI.4.1,GL Alvar,MAN-LCI,4,1,26,0.028,0.022,0.005,0.006,0.028,0.021,0.005,0.005,0.027,0.018,0.004,0.004,11,0.026,0.022,0.005,0.005,0.028,0.018,0.004,0.004,0.025,0.02,0.005,0.005,0.423076923,0.027666667,0.026333333,0.027,338.5416667,143.2291667,9.366319557,3.771701341
7/5/2016,WNY-CB.10.1,GL Alvar,WNY-CB,10,1,26,0.03,0.024,0.006,0.005,0.026,0.02,0.004,0.005,0.027,0.02,0.004,0.004,19,0.023,0.02,0.007,0.007,0.026,0.02,0.007,0.005,0.025,0.019,0.005,0.005,0.730769231,0.027666667,0.024666667,0.026166667,338.5416667,247.3958333,9.366319557,6.102430638
7/28/2016,MAN-MIS.20.3,GL Alvar,MAN-MIS,20,3,25,0.03,0.018,0.005,0.004,0.027,0.019,0.004,0.004,0.029,0.018,0.004,0.005,22,0.026,0.019,0.006,0.005,0.022,0.016,0.003,0.004,0.026,0.019,0.004,0.004,0.88,0.028666667,0.024666667,0.026666667,325.5208333,286.4583333,9.331597331,7.065972318
7/1/2016,ND-BSP.25.4,Prairie,ND-BSP,25,4,29,0.024,0.018,0.005,0.004,0.026,0.017,0.004,0.005,0.024,0.019,0.005,0.005,15,0.027,0.019,0.004,0.005,0.025,0.018,0.005,0.005,0.025,0.019,0.003,0.005,0.517241379,0.024666667,0.025666667,0.025166667,377.6041667,195.3125,9.314236237,5.013020898
7/28/2016,MAN-MIS.11.5,GL Alvar,MAN-MIS,11,5,24,0.027,0.018,0.005,0.002,0.033,0.022,0.003,0.004,0.029,0.019,0.002,0.002,12,0.031,0.019,0.004,0.005,0.033,0.019,0.004,0.004,0.03,0.02,0.004,0.004,0.5,0.029666667,0.031333333,0.0305,312.5,156.25,9.270833438,4.895833281
7/27/2016,MAN-KIP.37.2,GL Alvar,MAN-KIP,37,2,27,0.027,0.017,0.004,0.004,0.026,0.017,0.006,0.004,0.026,0.017,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026333333,NA,NA,351.5625,NA,9.257812383,NA
7/29/2016,NAP-CE.24.9,GL Alvar,NAP-CE,24,9,27,0.027,0.02,0.005,0.006,0.027,0.02,0.005,0.005,0.025,0.018,0.003,0.004,17,0.022,0.018,0.004,0.004,0.025,0.017,0.005,0.004,0.022,0.019,0.004,0.004,0.62962963,0.026333333,0.023,0.024666667,351.5625,221.3541667,9.257812383,5.091145833
7/7/2016,MB-CRN.2.11,M Alvar,MB-CRN,2,11,30,0.025,0.022,0.006,0.006,0.024,0.018,0.006,0.005,0.022,0.017,0.005,0.004,18,0.025,0.018,0.005,0.005,0.026,0.018,0.005,0.006,0.023,0.014,0.003,0.004,0.6,0.023666667,0.024666667,0.024166667,390.625,234.375,9.244791797,5.781250078
7/28/2016,MB-MR.19.7,M Alvar,MB-MR,19,7,28,0.023,0.019,0.004,0.005,0.027,0.02,0.004,0.005,0.026,0.018,0.005,0.004,15,0.026,0.019,0.004,0.004,0.027,0.02,0.003,0.004,0.025,0.016,0.003,0.004,0.535714286,0.025333333,0.026,0.025666667,364.5833333,195.3125,9.23611099,5.078125
7/27/2016,MAN-LCI.11.7,GL Alvar,MAN-LCI,11,7,28,0.026,0.019,0.007,0.006,0.027,0.018,0.005,0.007,0.023,0.016,0.004,0.005,16,0.027,0.02,0.006,0.006,0.024,0.019,0.006,0.006,0.025,0.02,0.007,0.006,0.571428571,0.025333333,0.025333333,0.025333333,364.5833333,208.3333333,9.23611099,5.277777708
7/3/2016,CAR-PSR.31.8,GL Alvar,CAR-PSR,31,8,32,0.022,0.017,0.004,0.006,0.023,0.017,0.004,0.005,0.021,0.02,0.005,0.005,10,0.023,0.018,0.006,0.006,0.024,0.018,0.005,0.005,0.025,0.017,0.005,0.005,0.3125,0.022,0.024,0.023,416.6666667,130.2083333,9.166666667,3.125
7/27/2016,MAN-KIP.15.4,GL Alvar,MAN-KIP,15,4,26,0.028,0.016,0.003,0.006,0.028,0.019,0.005,0.005,0.025,0.016,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,338.5416667,NA,9.140625,NA
7/5/2016,WNY-CB.10.8,GL Alvar,WNY-CB,10,8,26,0.029,0.019,0.005,0.005,0.027,0.018,0.005,0.006,0.025,0.017,0.004,0.005,15,0.027,0.019,0.003,0.004,0.026,0.017,0.005,0.004,0.024,0.017,0.004,0.004,0.576923077,0.027,0.025666667,0.026333333,338.5416667,195.3125,9.140625,5.013020898
7/29/2016,MB-MR.2.8,M Alvar,MB-MR,2,8,28,0.024,0.02,0.005,0.005,0.025,0.017,0.005,0.005,0.026,0.018,0.005,0.005,18,0.029,0.023,0.006,0.005,0.03,0.023,0.007,0.006,0.028,0.022,0.005,0.008,0.642857143,0.025,0.029,0.027,364.5833333,234.375,9.114583333,6.796875
7/22/2016,CAR-PSR.10.6,GL Alvar,CAR-PSR,10,6,28,0.023,0.019,0.004,0.005,0.027,0.017,0.004,0.004,0.025,0.02,0.004,0.005,18,0.026,0.02,0.005,0.007,0.025,0.019,0.006,0.005,0.025,0.019,0.006,0.004,0.642857143,0.025,0.025333333,0.025166667,364.5833333,234.375,9.114583333,5.937499922
7/3/2016,CAR-PSR.31.5,GL Alvar,CAR-PSR,31,5,29,0.025,0.018,0.005,0.004,0.023,0.016,0.004,0.005,0.024,0.019,0.005,0.005,17,0.024,0.018,0.005,0.005,0.025,0.016,0.004,0.004,0.023,0.019,0.005,0.005,0.586206897,0.024,0.024,0.024,377.6041667,221.3541667,9.0625,5.3125
7/28/2016,MAN-MIS.23.3,GL Alvar,MAN-MIS,23,3,26,0.027,0.021,0.005,0.004,0.028,0.019,0.004,0.004,0.025,0.021,0.004,0.005,10,0.027,0.019,0.004,0.005,0.029,0.021,0.005,0.006,0.029,0.02,0.004,0.005,0.384615385,0.026666667,0.028333333,0.0275,338.5416667,130.2083333,9.027777891,3.689236068
7/26/2016,MI-DRI.13.8,GL Alvar,MI-DRI,13,8,26,0.03,0.021,0.005,0.005,0.027,0.02,0.005,0.004,0.023,0.021,0.004,0.005,14,0.028,0.021,0.005,0.005,0.027,0.022,0.005,0.005,0.025,0.019,0.005,0.004,0.538461538,0.026666667,0.026666667,0.026666667,338.5416667,182.2916667,9.027777891,4.861111172
7/28/2016,MAN-MIS.27.6,GL Alvar,MAN-MIS,27,6,27,0.028,0.02,0.005,0.004,0.023,0.019,0.004,0.004,0.026,0.018,0.004,0.003,19,0.028,0.021,0.004,0.004,0.027,0.02,0.005,0.004,0.027,0.016,0.004,0.004,0.703703704,0.025666667,0.027333333,0.0265,351.5625,247.3958333,9.023437617,6.762152695
7/5/2016,WNY-CB.2.4,GL Alvar,WNY-CB,2,4,25,0.027,0.016,0.004,0.004,0.028,0.017,0.005,0.004,0.028,0.018,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027666667,NA,NA,325.5208333,NA,9.006076497,NA
7/27/2016,MAN-KIP.28.5,GL Alvar,MAN-KIP,28,5,25,0.028,0.021,0.006,0.005,0.027,0.018,0.005,0.005,0.028,0.02,0.005,0.005,11,0.03,0.021,0.006,0.006,0.032,0.022,0.007,0.007,0.027,0.019,0.004,0.005,0.44,0.027666667,0.029666667,0.028666667,325.5208333,143.2291667,9.006076497,4.249131992
7/29/2016,NAP-SCH.23.5,GL Alvar,NAP-SCH,23,5,25,0.028,0.021,0.005,0.005,0.028,0.022,0.005,0.005,0.027,0.02,0.006,0.005,16,0.029,0.02,0.004,0.005,0.028,0.02,0.004,0.005,0.027,0.019,0.004,0.004,0.64,0.027666667,0.028,0.027833333,325.5208333,208.3333333,9.006076497,5.833333333
7/29/2016,NAP-SCH.23.4,GL Alvar,NAP-SCH,23,4,26,0.025,0.02,0.006,0.005,0.028,0.021,0.004,0.004,0.026,0.019,0.003,0.003,16,0.027,0.018,0.004,0.004,0.027,0.019,0.003,0.004,0.026,0.015,0.003,0.003,0.615384615,0.026333333,0.026666667,0.0265,338.5416667,208.3333333,8.914930443,5.555555625
7/1/2016,CAR-PSR.6.10,GL Alvar,CAR-PSR,6,10,27,0.026,0.019,0.004,0.005,0.024,0.019,0.004,0.005,0.026,0.02,0.005,0.004,11,0.026,0.016,0.004,0.003,0.023,0.017,0.004,0.004,0.021,0.016,0.002,0.005,0.407407407,0.025333333,0.023333333,0.024333333,351.5625,143.2291667,8.906249883,3.342013841
7/6/2016,MB-CRN.2.1,M Alvar,MB-CRN,2,1,25,0.029,0.017,0.005,0.004,0.029,0.018,0.005,0.006,0.024,0.017,0.004,0.005,18,0.031,0.02,0.006,0.005,0.031,0.02,0.005,0.006,0.027,0.019,0.006,0.006,0.72,0.027333333,0.029666667,0.0285,325.5208333,234.375,8.897569336,6.953125078
7/28/2016,MAN-MIS.27.8,GL Alvar,MAN-MIS,27,8,25,0.027,0.018,0.003,0.004,0.027,0.019,0.003,0.003,0.028,0.018,0.004,0.004,14,0.03,0.019,0.004,0.004,0.03,0.021,0.005,0.005,0.027,0.017,0.004,0.004,0.56,0.027333333,0.029,0.028166667,325.5208333,182.2916667,8.897569336,5.286458333
7/28/2016,MAN-MIS.11.2,GL Alvar,MAN-MIS,11,2,23,0.029,0.02,0.005,0.004,0.029,0.018,0.003,0.004,0.031,0.017,0.005,0.003,21,0.027,0.017,0.004,0.004,0.027,0.021,0.004,0.004,0.027,0.018,0.005,0.005,0.913043478,0.029666667,0.027,0.028333333,299.4791667,273.4375,8.884548711,7.3828125
7/19/2016,CAR-NBA.10.5,GL Alvar,CAR-NBA,10,5,30,0.022,0.02,0.006,0.004,0.023,0.019,0.004,0.005,0.023,0.018,0.005,0.004,27,0.026,0.021,0.005,0.006,0.025,0.017,0.003,0.005,0.024,0.018,0.003,0.005,0.9,0.022666667,0.025,0.023833333,390.625,351.5625,8.854166797,8.7890625
7/28/2016,MAN-MIS.32.3,GL Alvar,MAN-MIS,32,3,27,0.027,0.018,0.005,0.005,0.026,0.019,0.005,0.004,0.022,0.016,0.004,0.004,16,0.026,0.02,0.005,0.006,0.027,0.018,0.005,0.005,0.026,0.019,0.004,0.004,0.592592593,0.025,0.026333333,0.025666667,351.5625,208.3333333,8.7890625,5.486111042
7/10/2016,SD-MUD.23.3,Prairie,SD-MUD,23,3,28,0.025,0.02,0.005,0.005,0.024,0.019,0.006,0.005,0.023,0.02,0.005,0.005,14,0.026,0.017,0.004,0.005,0.025,0.02,0.003,0.005,0.025,0.015,0.003,0.004,0.5,0.024,0.025333333,0.024666667,364.5833333,182.2916667,8.75,4.618055495
NA,MAN-KIP.22.3,GL Alvar,MAN-KIP,22,3,26,0.025,0.015,0.003,0.004,0.026,0.019,0.003,0.005,0.026,0.017,0.005,0.003,11,0.026,0.021,0.005,0.005,0.028,0.019,0.006,0.005,0.028,0.018,0.004,0.004,0.423076923,0.025666667,0.027333333,0.0265,338.5416667,143.2291667,8.689236224,3.914930508
7/18/2016,CAR-NBA.1.6,GL Alvar,CAR-NBA,1,6,28,0.025,0.019,0.005,0.005,0.023,0.017,0.005,0.004,0.023,0.017,0.004,0.005,20,0.025,0.016,0.005,0.004,0.026,0.016,0.005,0.005,0.022,0.016,0.005,0.004,0.714285714,0.023666667,0.024333333,0.024,364.5833333,260.4166667,8.628472344,6.336805469
7/28/2016,MAN-MIS.23.5,GL Alvar,MAN-MIS,23,5,23,0.027,0.022,0.004,0.004,0.029,0.02,0.004,0.005,0.03,0.022,0.004,0.005,10,0.03,0.019,0.004,0.005,0.03,0.02,0.004,0.004,0.031,0.02,0.004,0.004,0.434782609,0.028666667,0.030333333,0.0295,299.4791667,130.2083333,8.585069544,3.949652734
7/27/2016,MAN-LCI.4.4,GL Alvar,MAN-LCI,4,4,23,0.031,0.022,0.005,0.004,0.03,0.019,0.005,0.004,0.025,0.018,0.004,0.005,11,0.031,0.022,0.005,0.005,0.029,0.02,0.005,0.004,0.028,0.02,0.005,0.006,0.47826087,0.028666667,0.029333333,0.029,299.4791667,143.2291667,8.585069544,4.201388841
7/8/2016,SD-MUD.6.7,Prairie,SD-MUD,6,7,24,0.028,0.021,0.006,0.005,0.027,0.018,0.004,0.004,0.027,0.016,0.004,0.004,9,0.025,0.02,0.006,0.007,0.03,0.021,0.005,0.004,0.028,0.019,0.004,0.004,0.375,0.027333333,0.027666667,0.0275,312.5,117.1875,8.541666563,3.242187539
7/5/2016,WNY-CB.10.3,GL Alvar,WNY-CB,10,3,24,0.028,0.018,0.004,0.003,0.028,0.02,0.004,0.005,0.026,0.018,0.004,0.004,19,0.027,0.018,0.005,0.004,0.026,0.02,0.005,0.005,0.026,0.019,0.005,0.005,0.791666667,0.027333333,0.026333333,0.026833333,312.5,247.3958333,8.541666563,6.514756862
7/30/2016,WNY-CB.28.5,GL Alvar,WNY-CB,28,5,23,0.031,0.02,0.005,0.007,0.029,0.02,0.005,0.006,0.025,0.018,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028333333,NA,0.028333333,299.4791667,NA,8.485242956,NA
7/27/2016,MAN-LCI.4.2,GL Alvar,MAN-LCI,4,2,23,0.027,0.021,0.006,0.005,0.03,0.021,0.004,0.007,0.028,0.019,0.005,0.007,13,0.026,0.018,0.005,0.005,0.026,0.017,0.005,0.005,0.026,0.019,0.005,0.004,0.565217391,0.028333333,0.026,0.027166667,299.4791667,169.2708333,8.485242956,4.401041667
